Transcript stable ID version	UniProtKB/Swiss-Prot ID
ENST00000550491.1	
ENST00000550962.5	
ENST00000424762.5	
ENST00000552770.2	
ENST00000549181.5	
ENST00000453084.5	
ENST00000418423.5	
ENST00000309041.11	
ENST00000549605.5	
ENST00000397838.7	
ENST00000552613.1	
ENST00000548186.5	
ENST00000418059.1	
ENST00000549372.1	
ENST00000625436.1	
ENST00000202831.7	Q6J4K2
ENST00000272895.12	Q86UK0
ENST00000478515.2	
ENST00000389661.4	Q86UK0
ENST00000649139.1	
ENST00000647685.1	
ENST00000412081.1	
ENST00000345365.10	O75771
ENST00000649908.1	
ENST00000561500.5	
ENST00000302640.12	Q14643
ENST00000394589.8	O75771
ENST00000646743.1	Q6ISB3
ENST00000395927.1	Q6ISB3
ENST00000379047.7	P15559
ENST00000306708.11	Q6NSJ5
ENST00000600345.1	
ENST00000320623.10	P15559
ENST00000598224.5	
ENST00000593511.1	
ENST00000599367.1	
ENST00000379046.6	P15559
ENST00000258975.7	Q9BSH4
ENST00000618098.4	Q6NSJ5
ENST00000439109.6	
ENST00000564043.1	
ENST00000356891.4	Q8N999
ENST00000550333.5	Q8N999
ENST00000552121.5	Q8N999
ENST00000597629.3	P26651
ENST00000588372.5	
ENST00000594045.2	
ENST00000552847.5	
ENST00000453037.7	Q8N999
ENST00000594442.2	
ENST00000392993.7	Q6ZS86
ENST00000355773.6	Q9NRA2
ENST00000588594.5	O75771
ENST00000335858.11	O75771
ENST00000492097.5	Q6ZS86
ENST00000480757.5	Q6ZS86
ENST00000463349.1	
ENST00000486459.1	
ENST00000640101.1	Q5JUX0
ENST00000586044.5	O75771
ENST00000638664.1	Q5JUX0
ENST00000587977.5	O75771
ENST00000640577.1	Q5JUX0
ENST00000639809.1	Q5JUX0
ENST00000590016.5	O75771
ENST00000487672.1	
ENST00000586210.5	
ENST00000268802.10	Q9ULX3
ENST00000640131.1	Q5JUX0
ENST00000640717.1	Q5JUX0
ENST00000298699.7	Q8NA57
ENST00000639607.1	Q5JUX0
ENST00000460118.6	
ENST00000569871.5	
ENST00000550553.5	
ENST00000639956.1	Q5JUX0
ENST00000587405.5	
ENST00000564620.5	
ENST00000638819.1	Q5JUX0
ENST00000356140.10	Q8TDX5
ENST00000592577.5	
ENST00000640463.1	Q5JUX0
ENST00000590631.1	
ENST00000639888.1	Q5JUX0
ENST00000551163.2	
ENST00000640511.1	Q5JUX0
ENST00000639895.1	Q5JUX0
ENST00000561648.5	Q2M1K9
ENST00000638873.1	Q5JUX0
ENST00000638940.1	Q5JUX0
ENST00000640187.1	Q5JUX0
ENST00000639482.1	Q5JUX0
ENST00000360453.8	Q86YN6
ENST00000563137.6	Q2M1K9
ENST00000478405.1	Q5JUX0
ENST00000392928.5	
ENST00000585343.5	
ENST00000367091.8	O60667
ENST00000640104.1	Q5JUX0
ENST00000562871.5	Q2M1K9
ENST00000592850.5	
ENST00000639053.1	Q5JUX0
ENST00000394320.7	Q86YN6
ENST00000586186.2	
ENST00000639418.1	Q5JUX0
ENST00000535559.5	
ENST00000640421.1	Q5JUX0
ENST00000567169.5	
ENST00000442471.4	O60667
ENST00000475785.7	Q5JUX0
ENST00000562520.1	Q2M1K9
ENST00000639794.1	Q5JUX0
ENST00000309241.10	Q86YN6
ENST00000420581.6	Q0VAK6
ENST00000568094.2	
ENST00000640507.1	Q5JUX0
ENST00000262383.6	Q2M1K9
ENST00000463473.2	
ENST00000639257.1	Q5JUX0
ENST00000628511.2	O60667
ENST00000403750.5	Q86YN6
ENST00000299308.7	Q14DG7
ENST00000525793.5	
ENST00000640039.1	Q5JUX0
ENST00000434684.1	
ENST00000489031.5	Q0VAK6
ENST00000638834.1	Q5JUX0
ENST00000529560.1	
ENST00000475434.1	Q0VAK6
ENST00000639000.1	Q5JUX0
ENST00000530505.1	
ENST00000640728.1	Q5JUX0
ENST00000613307.1	Q14DG7
ENST00000374919.6	Q5JUX0
ENST00000638257.1	Q5JUX0
ENST00000638712.1	Q5JUX0
ENST00000638386.1	Q5JUX0
ENST00000343063.8	Q6ZVH7
ENST00000639583.1	
ENST00000409169.5	Q6ZVH7
ENST00000638289.1	Q5JUX0
ENST00000409506.1	Q6ZVH7
ENST00000639007.1	Q5JUX0
ENST00000423032.1	
ENST00000640768.1	
ENST00000638845.1	
ENST00000639525.1	
ENST00000612395.1	
ENST00000638481.1	
ENST00000639605.1	Q5JUX0
ENST00000638619.1	
ENST00000637096.1	A0A0U1RRE5
ENST00000272102.10	P84077
ENST00000391929.7	Q13007
ENST00000374922.9	A0A0U1RRE5
ENST00000423617.2	A0A0U1RRE5
ENST00000451583.1	
ENST00000347950.9	Q6UXD7
ENST00000409223.2	Q0D2K2
ENST00000294984.7	Q13007
ENST00000367095.7	
ENST00000367093.3	Q13007
ENST00000480741.1	
ENST00000611909.4	Q13007
ENST00000495027.5	
ENST00000322224.8	Q6UXD7
ENST00000439590.6	P63173
ENST00000404286.6	Q6UXD7
ENST00000311111.11	P63173
ENST00000540651.5	P84077
ENST00000494758.5	
ENST00000515118.5	
ENST00000541182.1	P84077
ENST00000466540.2	
ENST00000503156.5	
ENST00000584577.5	
ENST00000389536.8	
ENST00000512249.1	
ENST00000534490.5	
ENST00000528433.2	
ENST00000507165.5	
ENST00000533498.1	P63173
ENST00000311202.7	Q6ZR08
ENST00000351747.6	Q6ZR08
ENST00000457914.5	
ENST00000421975.7	Q92526
ENST00000314144.10	Q92526
ENST00000379565.9	P51812
ENST00000506838.5	Q02045
ENST00000436961.7	Q92526
ENST00000493030.6	
ENST00000505477.5	Q02045
ENST00000585073.1	
ENST00000272139.5	Q9BU76
ENST00000284551.11	Q96F44
ENST00000643085.1	
ENST00000602582.5	
ENST00000503300.5	
ENST00000645270.1	
ENST00000366699.3	Q96F44
ENST00000511290.5	Q02045
ENST00000602308.1	
ENST00000643402.1	
ENST00000644368.1	
ENST00000647265.1	
ENST00000400159.6	Q02045
ENST00000513662.1	
ENST00000645268.1	
ENST00000507804.1	
ENST00000457145.6	
ENST00000643073.1	
ENST00000646610.1	
ENST00000643337.1	
ENST00000642835.1	
ENST00000644893.1	
ENST00000479809.1	
ENST00000438357.2	
ENST00000304312.5	P56385
ENST00000533211.5	O15020
ENST00000529997.5	O15020
ENST00000265563.13	P13861
ENST00000361948.8	
ENST00000454963.5	P13861
ENST00000527010.1	
ENST00000296446.12	P13861
ENST00000651232.1	
ENST00000437821.2	
ENST00000438535.1	
ENST00000309996.6	O15020
ENST00000458059.7	Q8N9A8
ENST00000419216.1	
ENST00000366697.6	Q9Y577
ENST00000611817.4	
ENST00000389134.9	
ENST00000617502.4	
ENST00000568890.5	Q8N9A8
ENST00000366698.7	Q9Y577
ENST00000566482.5	Q8N9A8
ENST00000295033.7	Q9Y577
ENST00000562576.5	
ENST00000565457.5	Q8N9A8
ENST00000456946.6	Q9Y577
ENST00000565556.5	
ENST00000552912.5	Q8WYA0
ENST00000479800.1	
ENST00000566093.1	
ENST00000355586.4	
ENST00000242591.10	Q8WYA0
ENST00000427478.6	Q8N9A8
ENST00000457345.2	
ENST00000546374.5	
ENST00000520264.1	
ENST00000550156.5	
ENST00000551273.1	
ENST00000315249.11	Q8WZ73
ENST00000442561.7	Q8IWV1
ENST00000367217.5	Q8IWV1
ENST00000584655.5	Q8WZ73
ENST00000394597.6	Q8WZ73
ENST00000447669.6	Q8WZ73
ENST00000415395.6	Q8WZ73
ENST00000413582.6	Q8WZ73
ENST00000581039.1	
ENST00000582308.1	
ENST00000414419.6	
ENST00000397770.8	O94810
ENST00000581265.1	
ENST00000392886.6	P0DML3
ENST00000336844.9	P0DML3
ENST00000299192.8	Q7Z4Q2
ENST00000560142.5	
ENST00000345366.8	P0DML3
ENST00000613718.3	
ENST00000168869.12	
ENST00000316163.9	O94810
ENST00000359740.6	O94810
ENST00000370790.5	Q7Z309
ENST00000371442.4	O15541
ENST00000486347.5	Q7Z309
ENST00000371437.5	O15239
ENST00000493333.5	Q7Z309
ENST00000611027.2	
ENST00000298090.10	Q7Z309
ENST00000287097.6	Q6YHK3
ENST00000343004.9	
ENST00000649528.2	Q9H334
ENST00000422508.6	Q6YHK3
ENST00000437994.6	Q6YHK3
ENST00000318789.9	Q9H334
ENST00000475937.5	Q9H334
ENST00000563594.5	Q6ZN54
ENST00000567999.5	
ENST00000566079.5	
ENST00000561784.5	
ENST00000566820.5	
ENST00000493089.7	Q9H334
ENST00000562578.5	
ENST00000561741.5	
ENST00000268676.11	Q6ZN54
ENST00000562986.5	
ENST00000569453.5	Q6ZN54
ENST00000645288.1	
ENST00000647516.1	
ENST00000378526.9	P49916
ENST00000431807.6	
ENST00000567884.5	
ENST00000585941.5	
ENST00000262327.9	P49916
ENST00000569061.5	
ENST00000418391.6	Q6ZN54
ENST00000414371.6	Q6P4D5
ENST00000592690.1	
ENST00000561959.5	
ENST00000567874.5	Q6ZN54
ENST00000419781.5	
ENST00000649596.1	
ENST00000585740.5	
ENST00000570182.5	Q6ZN54
ENST00000463842.2	
ENST00000588109.5	
ENST00000563795.1	Q6ZN54
ENST00000645433.1	
ENST00000646004.1	
ENST00000564836.1	
ENST00000623326.4	
ENST00000314425.9	Q14202
ENST00000649431.1	
ENST00000585370.1	
ENST00000373998.5	Q14202
ENST00000644752.1	
ENST00000610455.4	Q6ZN54
ENST00000617948.4	Q6ZN54
ENST00000370785.4	Q6P4D5
ENST00000521277.5	
ENST00000482240.5	
ENST00000373984.7	
ENST00000475361.1	
ENST00000573283.7	P63261
ENST00000373988.5	
ENST00000494709.1	
ENST00000264711.7	Q9NZQ0
ENST00000575842.5	P63261
ENST00000389175.9	Q8NCX0
ENST00000593039.5	
ENST00000645176.1	
ENST00000373982.5	
ENST00000642481.1	
ENST00000591723.5	
ENST00000614176.5	
ENST00000643150.1	
ENST00000373981.5	Q14202
ENST00000592181.1	
ENST00000380809.7	Q9NZQ0
ENST00000373978.1	
ENST00000497355.6	
ENST00000575087.5	P63261
ENST00000648426.1	Q9H334
ENST00000361952.5	Q96NB3
ENST00000370784.8	Q6P4D5
ENST00000649610.1	
ENST00000578339.1	
ENST00000424427.5	
ENST00000576544.5	P63261
ENST00000327590.9	
ENST00000409270.5	
ENST00000534855.5	Q9NZQ0
ENST00000649695.1	Q9H334
ENST00000448409.5	Q8NCX0
ENST00000644774.1	P63261
ENST00000648748.1	
ENST00000572105.6	
ENST00000498215.6	Q9H334
ENST00000571691.5	
ENST00000650402.1	
ENST00000575994.5	
ENST00000575659.5	
ENST00000650387.1	
ENST00000571721.5	
ENST00000570382.1	
ENST00000484350.5	Q9H334
ENST00000615544.4	P63261
ENST00000648321.1	
ENST00000648710.1	
ENST00000491238.6	
ENST00000356495.5	P01833
ENST00000517392.5	Q8IYX8
ENST00000649631.1	Q9H334
ENST00000648718.1	Q9H334
ENST00000648384.1	
ENST00000650188.1	
ENST00000519286.5	
ENST00000648380.1	Q9H334
ENST00000518329.5	
ENST00000522461.5	
ENST00000546354.6	Q4G0M1
ENST00000518853.5	
ENST00000649592.1	
ENST00000521522.5	
ENST00000468577.6	
ENST00000524064.5	
ENST00000648794.1	
ENST00000522608.5	
ENST00000649513.1	
ENST00000521503.5	
ENST00000650068.1	
ENST00000519407.5	
ENST00000344233.6	
ENST00000519095.5	
ENST00000357303.3	
ENST00000389362.6	P02812
ENST00000520610.5	
ENST00000565533.1	
ENST00000446247.5	
ENST00000648654.1	
ENST00000648121.1	
ENST00000368968.6	Q8IYX8
ENST00000522490.5	
ENST00000485326.7	
ENST00000523209.5	
ENST00000647614.1	
ENST00000368970.6	
ENST00000472382.6	
ENST00000497553.3	
ENST00000520883.5	
ENST00000523787.5	
ENST00000610810.5	
ENST00000417245.6	O14926
ENST00000650295.1	
ENST00000523174.1	
ENST00000452839.5	
ENST00000648895.1	
ENST00000407272.5	
ENST00000334850.7	O14926
ENST00000359793.7	Q8IYX8
ENST00000545626.5	
ENST00000240636.10	
ENST00000622151.4	Q9H334
ENST00000500254.6	
ENST00000318779.7	Q9H334
ENST00000648662.1	Q9H334
ENST00000546254.3	
ENST00000648107.1	Q9H334
ENST00000398540.8	Q9Y2L6
ENST00000648944.1	
ENST00000648783.1	
ENST00000471386.3	
ENST00000650156.1	
ENST00000478263.5	
ENST00000295238.10	O60583
ENST00000263956.8	Q9Y5Q9
ENST00000651042.1	
ENST00000462512.1	
ENST00000489817.1	
ENST00000416690.5	
ENST00000435252.1	
ENST00000448087.5	
ENST00000409364.3	Q9Y5Q9
ENST00000606498.5	Q9BX74
ENST00000493880.5	
ENST00000615603.4	Q9H334
ENST00000473029.5	
ENST00000455546.6	
ENST00000371180.6	
ENST00000460709.5	
ENST00000451088.6	
ENST00000448539.1	
ENST00000459638.5	
ENST00000488206.5	
ENST00000647725.1	
ENST00000497880.5	
ENST00000650123.1	
ENST00000650530.1	
ENST00000468586.5	
ENST00000402673.7	Q9Y6B6
ENST00000494926.5	
ENST00000507419.5	
ENST00000496465.1	
ENST00000371177.2	
ENST00000304411.3	Q9NS67
ENST00000502539.5	
ENST00000294613.9	Q9BX74
ENST00000439578.5	Q9Y6B6
ENST00000324863.6	
ENST00000509937.5	
ENST00000509730.5	
ENST00000503318.5	
ENST00000505758.5	
ENST00000502286.1	
ENST00000324852.9	
ENST00000450945.3	Q8WWV6
ENST00000264157.10	O60583
ENST00000400962.8	Q8WWV6
ENST00000282388.4	P47974
ENST00000425534.8	Q8N5X7
ENST00000370783.8	Q9UJG1
ENST00000370779.8	Q9UJG1
ENST00000370777.1	Q9UJG1
ENST00000359154.6	O00308
ENST00000561780.5	
ENST00000569620.5	
ENST00000295612.7	Q8N5X7
ENST00000563659.5	
ENST00000569174.5	O00308
ENST00000398844.7	O95486
ENST00000618392.4	Q8N423
ENST00000421769.6	Q8N5X7
ENST00000322887.8	O95486
ENST00000497838.5	
ENST00000513123.1	
ENST00000496214.6	
ENST00000610367.4	
ENST00000469524.1	
ENST00000621989.4	
ENST00000448225.5	Q8N5X7
ENST00000389826.7	Q8N5X7
ENST00000568684.1	O00308
ENST00000356003.6	O00308
ENST00000620625.4	
ENST00000613437.1	
ENST00000644646.1	
ENST00000256858.10	Q9P260
ENST00000398130.6	Q9P260
ENST00000652382.1	Q96RR4
ENST00000587725.5	
ENST00000612127.4	Q8N6C8
ENST00000392474.6	Q96RR4
ENST00000417175.1	
ENST00000619618.4	
ENST00000588446.1	
ENST00000269346.9	Q9BSA4
ENST00000610305.4	
ENST00000529107.5	
ENST00000610381.1	
ENST00000347034.6	Q96RR4
ENST00000538733.5	Q96RR4
ENST00000337174.7	Q96RR4
ENST00000528128.2	
ENST00000324774.9	Q96RR4
ENST00000441391.6	Q9BSA4
ENST00000397981.7	O14733
ENST00000545538.5	
ENST00000452521.1	
ENST00000412367.6	Q96RR4
ENST00000220931.11	P61601
ENST00000526858.1	
ENST00000404169.8	Q96RR4
ENST00000397983.7	O14733
ENST00000402834.8	Q96RR4
ENST00000264951.8	Q8IZH2
ENST00000397979.3	O14733
ENST00000521599.5	P61601
ENST00000446440.6	Q96RR4
ENST00000498077.6	
ENST00000519508.6	P61601
ENST00000392473.2	Q96RR4
ENST00000522951.5	
ENST00000392981.6	Q8IZH2
ENST00000522448.5	
ENST00000295731.7	Q14623
ENST00000489241.1	
ENST00000520690.5	
ENST00000543477.1	
ENST00000518727.5	
ENST00000544485.1	
ENST00000653392.1	
ENST00000520425.5	
ENST00000438691.1	
ENST00000518166.5	
ENST00000666018.1	
ENST00000264233.6	O75417
ENST00000301679.7	Q9H0X4
ENST00000654053.1	
ENST00000330288.6	Q96HG1
ENST00000659283.1	
ENST00000522252.5	
ENST00000419173.5	
ENST00000517822.5	
ENST00000621042.4	A6NI73
ENST00000463916.5	Q8IZH2
ENST00000524209.5	
ENST00000620898.4	A6NI73
ENST00000517531.5	
ENST00000486211.1	
ENST00000620692.4	A6NI73
ENST00000521964.5	
ENST00000616133.1	A6NI73
ENST00000477237.1	
ENST00000399932.8	Q9H0X4
ENST00000519098.5	
ENST00000523923.5	
ENST00000426695.5	
ENST00000520346.1	
ENST00000438220.5	
ENST00000518661.5	
ENST00000447499.1	
ENST00000453430.5	
ENST00000522206.5	
ENST00000449945.5	
ENST00000524137.5	
ENST00000420046.5	
ENST00000522078.5	
ENST00000301678.7	Q9H0X4
ENST00000621776.4	
ENST00000523645.5	
ENST00000616790.1	P59901
ENST00000420500.5	
ENST00000417499.1	
ENST00000600536.1	
ENST00000421000.1	
ENST00000424016.1	
ENST00000395923.5	P61601
ENST00000311028.4	P61601
ENST00000313732.8	Q9NXF8
ENST00000344861.9	Q9NXF8
ENST00000373053.7	Q8NE86
ENST00000564466.5	Q9NXF8
ENST00000603649.5	
ENST00000447871.5	
ENST00000359470.6	Q9BW04
ENST00000566909.1	
ENST00000604372.5	
ENST00000461135.2	Q9BW04
ENST00000569017.1	
ENST00000604679.5	
ENST00000357157.10	Q8NE86
ENST00000430379.5	
ENST00000605597.5	
ENST00000219409.8	Q99819
ENST00000604152.1	
ENST00000414650.1	
ENST00000536019.5	Q8NE86
ENST00000651187.1	
ENST00000319017.5	O43772
ENST00000440964.1	
ENST00000426253.5	
ENST00000454952.1	
ENST00000565886.1	H3BV60
ENST00000254654.8	Q9H0C8
ENST00000361686.8	Q96JF0
ENST00000409382.7	Q96JF0
ENST00000361803.3	
ENST00000651500.1	Q9GZT8
ENST00000450411.1	
ENST00000409087.3	Q96JF0
ENST00000550078.2	P86452
ENST00000419159.2	
ENST00000409020.5	Q9GZT8
ENST00000457149.1	
ENST00000566428.5	O60268
ENST00000359683.8	Q9GZT8
ENST00000567328.5	O60268
ENST00000562580.5	
ENST00000409357.5	Q9GZT8
ENST00000562564.1	
ENST00000622223.4	
ENST00000409129.2	
ENST00000612675.4	
ENST00000409588.1	Q9GZT8
ENST00000258180.7	O60268
ENST00000538274.5	O60268
ENST00000436412.1	
ENST00000314994.5	B2RD01
ENST00000545588.5	
ENST00000416651.5	
ENST00000419783.3	P07203
ENST00000419349.2	P07203
ENST00000443656.6	
ENST00000643797.1	
ENST00000646881.1	
ENST00000540656.5	Q8IYJ0
ENST00000539556.6	
ENST00000496791.1	
ENST00000651740.1	
ENST00000651279.1	
ENST00000618669.3	
ENST00000320591.9	Q8IYJ0
ENST00000534837.5	Q8IYJ0
ENST00000629253.1	Q6ZTR7
ENST00000620890.1	
ENST00000432282.5	
ENST00000558407.5	
ENST00000545917.5	
ENST00000542740.1	
ENST00000536467.1	
ENST00000327787.13	Q0VG06
ENST00000425898.2	
ENST00000521288.1	Q96DE0
ENST00000502852.1	Q96DE0
ENST00000545865.1	
ENST00000541246.1	
ENST00000537561.5	Q96DE0
ENST00000544302.1	
ENST00000366542.6	Q5SW79
ENST00000536161.1	
ENST00000375256.5	Q7RTV3
ENST00000366544.5	Q5SW79
ENST00000542672.6	P35609
ENST00000366543.5	Q5SW79
ENST00000273590.3	P57738
ENST00000334384.5	A6NJG6
ENST00000481987.5	
ENST00000366578.6	P35609
ENST00000651603.1	A6NJG6
ENST00000336415.8	
ENST00000559785.5	
ENST00000652096.1	
ENST00000338040.6	Q9UH90
ENST00000490813.5	
ENST00000651786.1	
ENST00000651275.1	
ENST00000413359.6	
ENST00000651091.1	
ENST00000464936.5	
ENST00000492145.1	
ENST00000558012.6	O43586
ENST00000651781.1	
ENST00000522895.1	
ENST00000418115.6	P61586
ENST00000461671.1	
ENST00000454011.6	
ENST00000422781.5	
ENST00000522191.5	
ENST00000546208.5	
ENST00000445425.5	
ENST00000523424.5	
ENST00000368918.8	Q8TAK5
ENST00000522995.1	
ENST00000368916.1	
ENST00000391440.3	Q17RB0
ENST00000560223.5	
ENST00000368324.5	Q9BT88
ENST00000379595.7	
ENST00000257013.9	A6ZKI3
ENST00000559750.5	
ENST00000560796.5	
ENST00000559161.5	
ENST00000559295.5	O43586
ENST00000559859.5	
ENST00000559856.1	
ENST00000370775.2	Q9BWD3
ENST00000558870.1	
ENST00000453771.5	
ENST00000433425.4	P0DMW5
ENST00000253462.8	Q9Y248
ENST00000426364.5	P0DPP9
ENST00000595355.5	
ENST00000423661.1	P0DPP9
ENST00000596233.1	
ENST00000221573.11	Q13487
ENST00000367210.2	O75152
ENST00000254657.8	O15055
ENST00000595637.1	
ENST00000638800.1	
ENST00000367214.5	O75152
ENST00000639812.1	O75152
ENST00000597584.5	
ENST00000367212.7	O75152
ENST00000431832.1	
ENST00000332127.8	O75152
ENST00000495527.5	
ENST00000391975.5	
ENST00000579585.5	Q99759
ENST00000391976.6	
ENST00000545806.5	
ENST00000310931.9	
ENST00000618513.4	
ENST00000637419.1	
ENST00000584573.5	
ENST00000411990.6	
ENST00000361733.7	Q99759
ENST00000361357.7	Q99759
ENST00000635906.1	
ENST00000577395.5	
ENST00000373292.8	
ENST00000577597.5	
ENST00000272937.10	Q96HZ4
ENST00000585302.1	
ENST00000409160.7	Q96HZ4
ENST00000409002.7	Q96HZ4
ENST00000442730.1	
ENST00000409182.1	
ENST00000581732.1	
ENST00000417803.5	
ENST00000409574.1	Q96HZ4
ENST00000409356.1	
ENST00000405975.6	Q6YHU6
ENST00000436051.1	
ENST00000407351.5	
ENST00000450098.1	
ENST00000405006.8	Q6YHU6
ENST00000427487.5	
ENST00000452931.1	
ENST00000581135.5	
ENST00000398653.5	
ENST00000453141.5	
ENST00000422933.5	
ENST00000408045.7	
ENST00000428482.5	
ENST00000402796.5	
ENST00000442714.5	
ENST00000367080.8	O60825
ENST00000409720.5	Q9H9Q4
ENST00000464777.5	
ENST00000402360.6	Q6YHU6
ENST00000452065.5	
ENST00000404790.5	Q6YHU6
ENST00000356853.9	Q9H9Q4
ENST00000444092.5	
ENST00000367079.3	O60825
ENST00000474159.6	
ENST00000430918.5	
ENST00000403856.1	
ENST00000418099.5	
ENST00000441124.5	
ENST00000426304.5	
ENST00000426343.5	
ENST00000413241.5	
ENST00000315927.8	Q5VVQ6
ENST00000457600.2	
ENST00000423693.5	
ENST00000450447.1	
ENST00000367084.1	Q5VVQ6
ENST00000425989.5	
ENST00000449864.5	
ENST00000420451.5	
ENST00000422080.5	
ENST00000458564.5	
ENST00000427007.5	
ENST00000578681.5	Q86XP3
ENST00000449504.5	
ENST00000583590.5	Q86XP3
ENST00000417540.5	
ENST00000524087.5	E5RHQ5
ENST00000359353.9	Q86XP3
ENST00000405402.6	Q14687
ENST00000614927.1	
ENST00000578137.5	
ENST00000411612.5	
ENST00000584261.5	
ENST00000427183.6	Q00341
ENST00000253458.12	Q14687
ENST00000577940.6	
ENST00000393243.5	Q14687
ENST00000412692.5	
ENST00000438180.1	
ENST00000397010.7	
ENST00000397029.8	
ENST00000309576.11	
ENST00000295738.11	Q6PIS1
ENST00000397015.7	
ENST00000389924.7	Q86XP3
ENST00000643888.2	
ENST00000643197.2	
ENST00000457800.3	
ENST00000409878.7	Q6PIS1
ENST00000644622.2	
ENST00000455517.6	
ENST00000455516.6	Q6PIS1
ENST00000652522.1	
ENST00000652431.1	
ENST00000652098.1	
ENST00000474602.5	O60729
ENST00000651735.1	
ENST00000412285.6	
ENST00000397026.7	
ENST00000414999.5	
ENST00000409370.6	
ENST00000375241.6	O60729
ENST00000430764.2	
ENST00000438682.6	
ENST00000375240.7	O60729
ENST00000397000.6	
ENST00000375242.7	O60729
ENST00000463569.5	O60729
ENST00000452280.5	
ENST00000259006.8	Q9BT23
ENST00000415608.1	
ENST00000318673.6	
ENST00000287820.10	P37231
ENST00000578402.5	Q9BT23
ENST00000380596.9	
ENST00000583211.5	
ENST00000330978.3	Q9H3K6
ENST00000580222.5	
ENST00000397023.5	
ENST00000396999.3	
ENST00000578061.5	Q9BT23
ENST00000650761.1	P37231
ENST00000651826.1	P37231
ENST00000397012.7	P37231
ENST00000569622.5	
ENST00000578993.5	
ENST00000565417.5	
ENST00000582055.1	
ENST00000568556.1	
ENST00000650840.1	
ENST00000650650.1	P37231
ENST00000584645.1	
ENST00000375251.7	Q5JVS0
ENST00000393701.6	A5D8T8
ENST00000568461.5	A5D8T8
ENST00000375249.5	Q5JVS0
ENST00000288040.10	A5D8T8
ENST00000561889.1	
ENST00000615430.4	A5D8T8
ENST00000449317.6	
ENST00000330181.9	Q9BQ83
ENST00000351581.4	Q9BQ83
ENST00000567649.1	
ENST00000567248.1	
ENST00000582036.5	Q9GZS0
ENST00000566435.3	
ENST00000225726.10	Q96A33
ENST00000329610.5	Q8N729
ENST00000465878.6	Q9BVG8
ENST00000403162.7	Q96A33
ENST00000579055.5	
ENST00000582252.1	Q96A33
ENST00000311014.11	Q9GZS0
ENST00000580986.1	
ENST00000552636.1	
ENST00000612558.4	
ENST00000579490.5	
ENST00000446837.2	Q9GZS0
ENST00000264995.8	P09001
ENST00000511168.5	
ENST00000425847.6	
ENST00000379655.8	Q9BVG8
ENST00000445690.7	Q9BVG8
ENST00000507669.5	
ENST00000565397.1	
ENST00000512877.1	
ENST00000421376.6	Q9BVG8
ENST00000425673.6	Q9H7P9
ENST00000276241.10	Q8WUE5
ENST00000360423.11	P0DMN0
ENST00000510154.1	
ENST00000541240.5	Q9BVG8
ENST00000595920.1	
ENST00000600909.1	
ENST00000344129.2	Q8WUE5
ENST00000458508.6	
ENST00000540079.6	
ENST00000569544.5	
ENST00000438123.5	
ENST00000543930.5	
ENST00000565290.5	
ENST00000409797.6	Q9H7P9
ENST00000562903.5	Q9BVG8
ENST00000563944.1	
ENST00000451354.6	
ENST00000564136.5	
ENST00000205135.8	
ENST00000565270.1	
ENST00000565481.5	
ENST00000596443.1	
ENST00000562503.5	
ENST00000569222.5	
ENST00000600210.1	
ENST00000562311.5	
ENST00000598238.1	
ENST00000569112.5	
ENST00000594161.1	
ENST00000562984.5	
ENST00000596339.1	
ENST00000594124.1	
ENST00000566648.5	
ENST00000326912.8	Q9BU61
ENST00000561524.5	
ENST00000648319.1	O15554
ENST00000565351.5	
ENST00000569619.5	
ENST00000565684.5	
ENST00000326925.11	Q9BU61
ENST00000395458.6	Q9BU61
ENST00000427686.3	Q3ZM63
ENST00000451378.2	Q9BU61
ENST00000454551.1	Q3ZM63
ENST00000567059.5	
ENST00000563028.1	
ENST00000635820.1	A0A1B0GVM5
ENST00000564891.1	
ENST00000598836.1	
ENST00000599720.5	
ENST00000602719.5	
ENST00000406189.4	Q5U5Q3
ENST00000568662.2	
ENST00000602583.5	
ENST00000602675.5	
ENST00000284245.9	Q96GX8
ENST00000370766.8	P51815
ENST00000592416.1	
ENST00000600408.1	
ENST00000308664.10	P16615
ENST00000602914.1	
ENST00000370764.1	P51815
ENST00000602766.1	
ENST00000616921.1	
ENST00000615047.4	
ENST00000377685.9	
ENST00000304733.8	Q9H9R9
ENST00000392973.8	
ENST00000539276.7	P16615
ENST00000002501.11	Q9H9R9
ENST00000548169.2	
ENST00000568838.1	Q9H9R9
ENST00000370761.7	Q6P9G9
ENST00000553144.1	
ENST00000568330.2	
ENST00000339249.5	Q6P9G9
ENST00000417443.3	P0DMW4
ENST00000395474.7	
ENST00000429900.6	
ENST00000373887.8	Q13077
ENST00000546084.5	Q13077
ENST00000540010.1	Q13077
ENST00000608424.6	Q9NNW5
ENST00000536122.7	O95995
ENST00000438660.5	
ENST00000561675.1	
ENST00000564392.5	
ENST00000268699.9	O95995
ENST00000398246.8	Q17RB8
ENST00000565062.5	
ENST00000526680.5	
ENST00000396373.9	P41212
ENST00000415265.6	
ENST00000525024.5	
ENST00000452875.5	
ENST00000533751.5	
ENST00000545027.1	
ENST00000266427.3	
ENST00000524526.2	
ENST00000420783.7	
ENST00000534446.1	
ENST00000336576.9	P25686
ENST00000448293.5	
ENST00000566266.5	
ENST00000419837.1	
ENST00000425450.5	
ENST00000489427.1	
ENST00000392086.8	P25686
ENST00000491365.1	
ENST00000421532.5	
